Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
20931,-16.3679230107968,9.22369194937548,-23.2706305232856,11.8447765860728,-9.46203714585895,-2.45044437416398,-16.9251520440555,1.38420847895884,-6.28773594816964,-13.0027093010697,9.69146098207319,-13.8865951585248,0.838361375836116,-13.5170724083842,-0.377910607106286,-7.85568149439455,-11.8038151924676,-4.76102594206856,0.618624412799665,0.993584598744375,-2.34367359429797,1.00460241382139,1.18821215709493,-1.04718376839983,-0.0355727659827232,0.664899774367373,2.12279575423083,-1.41674061492574,1.0,1
34687,-0.860826892469905,3.13178963278262,-5.05296813449749,5.42094070941518,-2.49414141557203,-1.81128662834635,-5.47911745062699,1.18947198655298,-3.90820579292615,-7.06074618169306,4.72997415443333,-8.62905440849263,1.17879796289388,-11.1820634139742,0.445243112696547,-6.53298227788478,-13.3892507167674,-4.48041256680694,0.432054206519352,1.0857595200589,1.19269353963797,0.09035581053399,-0.341880850908644,-0.215924151333767,1.05303194615504,0.271139003495332,1.37329957704625,0.691195095871691,19.02,1
55914,0.963594822019064,-0.110338343938416,0.257856653260464,1.36071663038725,-0.497012287762606,-0.840108609104813,0.30016201828082,-0.222968877570426,0.00836145322286594,0.00817318714099181,-0.458236238272018,0.0414199311259575,-0.188264521542381,0.409852204898684,0.981376540329233,0.178874961928984,-0.453273134968465,-0.0111434196689785,-0.518519745330338,0.126260810118463,0.152210172488671,0.159812096376138,-0.229531039274968,0.389523835201955,0.613473023987514,-0.294556282174964,-0.00973120074779272,0.0457909792602661,144.0,0
121335,0.0387163979788146,1.1035509606464,-1.7289306997724,-0.921422409904004,1.99176016621303,-0.340624383402949,1.37499528193714,-0.0259784215642961,-0.41788342303178,-0.613080273142099,-0.267631044840916,-0.964545497045394,-1.97542152899237,-0.329463959039379,-1.0842617526604,0.282235342114504,0.25961619530088,0.963547699780988,0.390588294766618,-0.0797357694541152,0.0958533803690646,0.426246903528475,-0.321098134367117,-0.488361092620742,-0.406483097482053,0.578921625781867,0.379392334244028,0.283570745450459,2.36,0
48904,0.457613132669058,-1.47951277532043,-0.760382349521261,0.528455777289234,1.1966235990359,4.13347990416579,-0.5987511390186,0.97024331909601,0.518140262545892,-0.214711241948175,-0.442564610771031,0.211124425432139,0.120125319609712,-0.0171241623430205,0.821848180052743,0.692246378583529,-0.908742420319154,0.590253042819179,-0.170812990480825,0.793159069113514,0.177132568743802,-0.388300488948567,-0.383006652766998,1.01683005918205,0.399249401373749,-0.410707343664067,-0.00396307078356471,0.100566483774461,400.0,0
126362,0.625629415413526,0.823278875913842,-1.58076883829848,-0.407521985535751,1.23158817971486,-0.753376303018636,0.849587490423911,-1.07448927750257,-0.534751956901157,-0.645533511426983,1.07000894332713,0.475624131164101,-0.659230226534243,-0.268902963048232,-1.21385036606489,-0.00997245328016736,0.526636258943082,0.230796996161777,-0.25109995862162,-0.302597334591747,0.911635872058082,0.222909943650199,-0.211480177392128,0.678343612443455,0.484040073708796,0.604959718112894,0.168511885352165,0.311695317536702,15.45,0
48533,1.24384844934819,0.524525772902587,-0.538883626044331,1.20919597418592,0.479537596763788,-0.19742873374782,0.0491662598481355,0.0377916321310988,0.128118590882765,-0.552902906422504,-0.668358831257417,-0.818803693746743,-0.883832091051869,-0.994580854433906,1.50684875024006,0.62400331534091,0.705794271683871,0.524181774270524,-0.73174984602915,-0.171540654731681,-0.0516598862539047,-0.0840894090242923,-0.192846388954053,-0.917391985542652,0.681952813037122,-0.194418574345634,0.0459171449577401,0.0401359980627264,1.0,1
146179,-0.0676716213886392,4.25118050159519,-6.54038835224963,7.28365703710757,0.513540870943284,-2.63506638788364,-1.86591081008961,0.780271626602801,-3.86824834701295,-4.85148719411703,3.87116530391397,-6.88763735718558,-1.7905001483675,-11.2723158701978,1.30136314876439,-1.68983647758912,-0.0529325394075147,0.778734824784494,0.242162496030838,0.519403972453402,0.415436545379518,-0.469937601482284,0.00712804040849194,-0.388147290740708,-0.493397940502339,0.466467724945289,0.566369687106408,0.262990466192685,0.77,1
34256,0.539275913891047,1.5548897630737,-2.06618033324968,3.24161746276725,0.184735711234243,0.0283295594064726,-1.51552137985061,0.537035374444064,-1.99984603560986,-2.13317644293659,2.75617194535395,-2.24286436771513,0.615204246860345,-4.65280380668112,0.222163815521883,-0.775666019840941,-3.21861825150599,-0.370992501046414,-0.686196723569762,0.302734578907132,0.371773459120687,0.111954592156869,-0.305225078771695,-1.05383526243402,0.77117490696746,0.240878213732036,0.418434531995645,0.232169715166482,19.02,1
62663,-0.640946733519118,1.53753675573649,0.166609242050259,0.22540065779772,0.198925673344845,-1.22964778685209,0.591903488883257,0.339107917740469,-1.08052936944416,-1.15886246354942,1.6179405542315,0.155499014752665,-0.804068896225781,-0.73442263113333,-0.0079638560289309,0.70851265815997,1.05976491042977,0.992873516295041,0.00484312278966749,-0.17163626899765,0.0734239751288206,0.0522863462653798,-0.10281820755407,0.403823562665021,-0.384180967826582,0.229495947263466,-0.0162737655772396,0.113324060009277,0.76,0
102480,-1.92959692675373,4.0664132778545,-4.86518400996861,5.89860229319899,-0.552492585328532,-1.55596245330906,-3.83362344068736,0.679511648528001,-3.46376549143694,-6.68368922880726,7.02127774818005,-11.1024933822497,1.71175507363653,-10.447632938235,-2.79907615915518,-6.26174085045904,-11.6471577741668,-3.45143614190286,-0.507536514254236,0.942488941965831,1.13721164676769,0.674245235425331,-0.531765489027487,-0.433409350510738,0.378658562357166,0.198107291025294,0.869694411928137,0.228047851815119,0.0,1
27219,-25.2663550194138,14.3232538097233,-26.8236729135114,6.34924780743689,-18.664250613469,-4.64740304866878,-17.9712120192706,16.6331030618556,-3.76835097141465,-8.303239351259,4.78325736701241,-6.6992520739678,0.846767864669643,-6.57627643636006,-0.0623303798952992,-5.96165987257541,-12.2184817176797,-4.79184198325342,0.894853521838799,1.65828884445902,1.78070097046593,-1.86131814726914,-1.18816729293127,0.156667050663465,1.76819198236914,-0.219916008250323,1.41185477685432,0.414656383638367,99.99,1
53076,1.29623080363477,0.417447287721689,0.193963067987499,0.901644194576026,0.13053136701763,-0.371634020776762,0.158125823740231,-0.202668656827626,-0.0795117562857989,-0.0450882478448673,-0.876737591678351,0.687487636238951,1.5747177026257,-0.00779123029058128,0.948315691837591,0.37715383740261,-0.868182736046053,-0.0671351121445059,-0.0644929660672327,-0.0295593500917474,-0.112113509551068,-0.2200020323662,-0.121021883862135,-0.440454448442227,0.671540040565908,-0.413518433654353,0.0328380408333744,0.0206001971066775,1.18,1
157885,1.85600394494833,-1.09198857180893,-1.09452599576508,0.536984316414389,-0.460546864408321,0.257929760240599,-0.548791010118107,-0.00673185843421774,-0.136464831543382,0.953864575021698,-2.00699492880703,-0.609613117944753,-0.204192272236451,0.0363150765498185,0.317903266841066,-1.06335257707425,-0.57955330004991,1.69862339527506,-1.00779835134191,-0.356007437504851,-0.29101238164635,-0.599191844879728,0.0851439804199295,-0.0533491535277418,-0.12722555891233,-0.67490374347964,0.0296650758442623,-0.00617551163059689,156.0,0
151972,-6.61821088302128,3.83594330652809,-6.31645312939344,1.84411148322924,-2.47689242073119,-1.88671810778613,-3.81749461717225,0.613470204441387,-1.48212104737573,-4.86874726825181,3.35972193954249,-5.96916163430263,0.0511899909273825,-8.72449560202264,0.776390603031746,-3.93938374023711,-7.16443030217363,-2.43467181629124,0.235226841085862,-0.953826982523315,1.63662230588548,0.0387273057562163,0.27821816645377,0.786670356804443,0.063894559165062,0.154707097104458,-2.04240272642132,1.40514055826157,57.73,1
129645,0.0994167782535883,0.820013067945349,-0.437864352470186,-0.607868488598953,0.827792384960435,-0.836103863015686,0.918102167707063,-0.0425388217937855,-0.13963593358107,-0.960041261806668,0.656598344539886,-0.425570176908911,-1.54299608789702,-0.382939658412178,-0.0217295916715111,0.526658340053108,0.047040671835189,1.32629765746496,-0.280931887105679,-0.215967560036321,0.298516491322975,0.845841184546662,-0.296690784712883,-0.504386609955951,-0.0465269602719197,-0.166105681884429,0.0575945193787449,0.0480709014626066,14.99,0
81055,-1.59300238745994,0.756802901395956,1.27400242542022,0.244126704484917,0.335044886715454,0.272886373175984,0.38954182867065,0.676943851323046,-0.579538573326383,-0.819436286526441,0.362192736286639,0.43674488296585,-1.14896929378281,0.573126491460206,-1.21521778261522,-0.130036221890487,-0.0869516953533171,-0.116533190797784,-0.373488784929696,-0.293183926522593,0.0316812608187113,-0.0633551487344907,-0.268928152618378,-0.321185986815632,0.681499859942171,-0.390287080087975,-0.195157923715225,-0.0394834873645552,43.5,0
19914,1.40569296761931,-0.45505761122312,0.640889499952696,-0.248345539971386,-1.06801849497726,-0.784040104907807,-0.682285157753401,-0.220919295343124,0.91299803363428,0.136481991960182,0.275076275895739,-3.08935555714058,1.21398251360653,1.05926007666205,-1.17581338725582,0.56842548632104,1.43895793688241,-1.43970475736393,0.740562563593792,-0.0373660151840986,-0.180267477527653,-0.190712759947457,-0.0108780888913218,0.351078610374535,0.52043600996309,-0.281235288578146,-0.0150176585891398,0.00506564116121165,5.0,0
81372,-0.88525408859895,1.79064923163963,-0.945148961205205,3.85343274655953,-1.54351007486649,0.188582114329739,-2.98838275644296,1.34405855095688,-2.29453470924744,-1.88617599041763,1.90428359307622,-4.00241403073237,-0.936955588407958,-2.80191542309724,0.798328052783254,-2.34873992555213,-6.42673430721498,-0.827308425201024,1.73238175785046,0.370040520565647,0.746159905151139,0.550802011985416,-0.0348823420887786,-0.56760840448119,-0.528317952733951,0.258782456503747,0.506892694941992,0.176735548819463,7.57,1
156091,1.97436652533001,-0.170590468570146,-1.87748553914923,0.362728085673062,0.520830248053281,-0.786659226577085,0.569615987509641,-0.393634864891261,0.261700749623414,0.0433135930710976,-0.847915041636838,0.657105386494218,0.625330911342351,0.271051071668823,-0.414745895164589,-0.587269039219371,-0.123485665462338,-0.931379285640644,0.161466466031968,-0.0330493422806484,0.0038225007731703,0.0817838154948916,0.0383316257405637,0.685732972965061,0.199481422639959,0.528349418708368,-0.106387285213817,-0.0587513593838718,69.99,0
153653,-5.19249642644832,3.16472117285823,-5.04767906023322,2.24659736005894,-4.01178140454907,-0.638908044905701,-2.87346326933044,1.57631757306221,-2.86198599107206,-2.12045759469323,1.86359573670074,-3.62025176254298,-1.48071442178696,-1.58334340543936,-1.23046922211011,-1.20229796977375,-6.16763653803023,-2.65153904856573,0.0135877061935761,-1.85046996353398,1.16724379365826,-1.00661749345659,0.774561804390922,0.063396916565373,-0.390657771499997,1.8847406746985,-1.74255751463748,-0.08221593472572,247.86,1
84789,-1.43086372778891,-0.802528699267131,1.12332029999445,0.389760264731692,-0.281213534404278,-0.055123492429819,1.32623248909333,0.195699815379613,-0.546889550453909,-0.71347376073502,1.27462907751277,0.0236821347785728,-1.52169610821701,0.727242085814848,0.166504662441577,0.348037591565135,-0.5663900830288,0.216016101767291,-1.14037564250718,0.634184289933654,0.325575470468413,0.0140018451191784,0.844946015847872,0.114962884542335,0.156364810543393,-0.619437446641754,-0.120351072821334,0.0355941733717493,354.33,1
